province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity,carCommentVolum,newsReplyVolum
广西,450000,c06a2a387c0ee510,MPV,2016,5,32,219,10,4181
江苏,320000,c06a2a387c0ee510,MPV,2016,5,786,1499,10,4181
江西,360000,c06a2a387c0ee510,MPV,2016,5,79,284,10,4181
河北,130000,c06a2a387c0ee510,MPV,2016,5,232,1155,10,4181
河南,410000,c06a2a387c0ee510,MPV,2016,5,376,1516,10,4181
浙江,330000,c06a2a387c0ee510,MPV,2016,5,382,1022,10,4181
湖北,420000,c06a2a387c0ee510,MPV,2016,5,123,451,10,4181
湖南,430000,c06a2a387c0ee510,MPV,2016,5,72,377,10,4181
福建,350000,c06a2a387c0ee510,MPV,2016,5,92,374,10,4181
辽宁,210000,c06a2a387c0ee510,MPV,2016,5,153,604,10,4181
重庆,500000,c06a2a387c0ee510,MPV,2016,5,65,268,10,4181
陕西,610000,c06a2a387c0ee510,MPV,2016,5,153,681,10,4181
黑龙江,230000,c06a2a387c0ee510,MPV,2016,5,69,552,10,4181
上海,310000,7023efdab9cedc03,Sedan,2016,5,484,1977,55,748
云南,530000,7023efdab9cedc03,Sedan,2016,5,70,657,55,748
内蒙古,150000,7023efdab9cedc03,Sedan,2016,5,70,587,55,748
北京,110000,7023efdab9cedc03,Sedan,2016,5,131,1822,55,748
四川,510000,7023efdab9cedc03,Sedan,2016,5,211,2620,55,748
安徽,340000,7023efdab9cedc03,Sedan,2016,5,352,1625,55,748
山东,370000,7023efdab9cedc03,Sedan,2016,5,512,3480,55,748
山西,140000,7023efdab9cedc03,Sedan,2016,5,84,826,55,748
广东,440000,7023efdab9cedc03,Sedan,2016,5,274,3480,55,748
广西,450000,7023efdab9cedc03,Sedan,2016,5,81,638,55,748
江苏,320000,7023efdab9cedc03,Sedan,2016,5,1261,4696,55,748
江西,360000,7023efdab9cedc03,Sedan,2016,5,252,1014,55,748
河北,130000,7023efdab9cedc03,Sedan,2016,5,145,1794,55,748
河南,410000,7023efdab9cedc03,Sedan,2016,5,264,2658,55,748
浙江,330000,7023efdab9cedc03,Sedan,2016,5,793,3400,55,748
湖北,420000,7023efdab9cedc03,Sedan,2016,5,209,1409,55,748
湖南,430000,7023efdab9cedc03,Sedan,2016,5,228,1277,55,748
福建,350000,7023efdab9cedc03,Sedan,2016,5,97,864,55,748
辽宁,210000,7023efdab9cedc03,Sedan,2016,5,79,854,55,748
重庆,500000,7023efdab9cedc03,Sedan,2016,5,37,526,55,748
陕西,610000,7023efdab9cedc03,Sedan,2016,5,156,1437,55,748
黑龙江,230000,7023efdab9cedc03,Sedan,2016,5,45,732,55,748
上海,310000,af6f4f548684e14d,SUV,2016,5,925,3338,169,2964
云南,530000,af6f4f548684e14d,SUV,2016,5,370,1191,169,2964
内蒙古,150000,af6f4f548684e14d,SUV,2016,5,427,985,169,2964
北京,110000,af6f4f548684e14d,SUV,2016,5,621,3380,169,2964
四川,510000,af6f4f548684e14d,SUV,2016,5,835,4376,169,2964
安徽,340000,af6f4f548684e14d,SUV,2016,5,749,1982,169,2964
山东,370000,af6f4f548684e14d,SUV,2016,5,1314,5609,169,2964
山西,140000,af6f4f548684e14d,SUV,2016,5,462,1987,169,2964
广东,440000,af6f4f548684e14d,SUV,2016,5,1092,5898,169,2964
广西,450000,af6f4f548684e14d,SUV,2016,5,320,955,169,2964
江苏,320000,af6f4f548684e14d,SUV,2016,5,1459,4866,169,2964
江西,360000,af6f4f548684e14d,SUV,2016,5,757,1639,169,2964
河北,130000,af6f4f548684e14d,SUV,2016,5,817,3232,169,2964
河南,410000,af6f4f548684e14d,SUV,2016,5,951,4146,169,2964
浙江,330000,af6f4f548684e14d,SUV,2016,5,926,3433,169,2964
湖北,420000,af6f4f548684e14d,SUV,2016,5,947,2937,169,2964
湖南,430000,af6f4f548684e14d,SUV,2016,5,1061,2695,169,2964
福建,350000,af6f4f548684e14d,SUV,2016,5,473,1639,169,2964
辽宁,210000,af6f4f548684e14d,SUV,2016,5,363,1280,169,2964
重庆,500000,af6f4f548684e14d,SUV,2016,5,291,1179,169,2964
陕西,610000,af6f4f548684e14d,SUV,2016,5,383,1728,169,2964
黑龙江,230000,af6f4f548684e14d,SUV,2016,5,288,1297,169,2964
上海,310000,7cf283430b3b5e38,Sedan,2016,5,1398,3291,960,3109
云南,530000,7cf283430b3b5e38,Sedan,2016,5,335,1100,960,3109
内蒙古,150000,7cf283430b3b5e38,Sedan,2016,5,432,958,960,3109
北京,110000,7cf283430b3b5e38,Sedan,2016,5,280,3472,960,3109
四川,510000,7cf283430b3b5e38,Sedan,2016,5,1713,5274,960,3109
安徽,340000,7cf283430b3b5e38,Sedan,2016,5,2005,3557,960,3109
山东,370000,7cf283430b3b5e38,Sedan,2016,5,3723,7779,960,3109
山西,140000,7cf283430b3b5e38,Sedan,2016,5,695,1717,960,3109
广东,440000,7cf283430b3b5e38,Sedan,2016,5,2151,7323,960,3109
广西,450000,7cf283430b3b5e38,Sedan,2016,5,605,1223,960,3109
江苏,320000,7cf283430b3b5e38,Sedan,2016,5,5237,9486,960,3109
江西,360000,7cf283430b3b5e38,Sedan,2016,5,1339,2257,960,3109
河北,130000,7cf283430b3b5e38,Sedan,2016,5,1915,4307,960,3109
河南,410000,7cf283430b3b5e38,Sedan,2016,5,2148,5881,960,3109
浙江,330000,7cf283430b3b5e38,Sedan,2016,5,3027,6460,960,3109
湖北,420000,7cf283430b3b5e38,Sedan,2016,5,1354,3083,960,3109
湖南,430000,7cf283430b3b5e38,Sedan,2016,5,1556,2808,960,3109
福建,350000,7cf283430b3b5e38,Sedan,2016,5,1147,2087,960,3109
辽宁,210000,7cf283430b3b5e38,Sedan,2016,5,553,1688,960,3109
重庆,500000,7cf283430b3b5e38,Sedan,2016,5,344,977,960,3109
陕西,610000,7cf283430b3b5e38,Sedan,2016,5,717,2580,960,3109
黑龙江,230000,7cf283430b3b5e38,Sedan,2016,5,391,1176,960,3109
上海,310000,d4efbebb087fd03f,Sedan,2016,5,132,1225,52,3392
云南,530000,d4efbebb087fd03f,Sedan,2016,5,150,966,52,3392
内蒙古,150000,d4efbebb087fd03f,Sedan,2016,5,180,708,52,3392
北京,110000,d4efbebb087fd03f,Sedan,2016,5,671,2580,52,3392
四川,510000,d4efbebb087fd03f,Sedan,2016,5,754,3431,52,3392
安徽,340000,d4efbebb087fd03f,Sedan,2016,5,431,1559,52,3392
山东,370000,d4efbebb087fd03f,Sedan,2016,5,1432,3580,52,3392
山西,140000,d4efbebb087fd03f,Sedan,2016,5,383,1382,52,3392
广东,440000,d4efbebb087fd03f,Sedan,2016,5,1203,6807,52,3392
广西,450000,d4efbebb087fd03f,Sedan,2016,5,385,1068,52,3392
江苏,320000,d4efbebb087fd03f,Sedan,2016,5,1057,3621,52,3392
江西,360000,d4efbebb087fd03f,Sedan,2016,5,546,1388,52,3392
河北,130000,d4efbebb087fd03f,Sedan,2016,5,696,2770,52,3392
河南,410000,d4efbebb087fd03f,Sedan,2016,5,1258,3873,52,3392
浙江,330000,d4efbebb087fd03f,Sedan,2016,5,1718,4840,52,3392
湖北,420000,d4efbebb087fd03f,Sedan,2016,5,420,1831,52,3392
湖南,430000,d4efbebb087fd03f,Sedan,2016,5,1034,1960,52,3392
福建,350000,d4efbebb087fd03f,Sedan,2016,5,665,1620,52,3392
辽宁,210000,d4efbebb087fd03f,Sedan,2016,5,189,1123,52,3392
重庆,500000,d4efbebb087fd03f,Sedan,2016,5,265,912,52,3392
陕西,610000,d4efbebb087fd03f,Sedan,2016,5,669,2484,52,3392
黑龙江,230000,d4efbebb087fd03f,Sedan,2016,5,102,742,52,3392
上海,310000,7245e0ee27b195cd,Sedan,2016,5,61,329,440,42
云南,530000,7245e0ee27b195cd,Sedan,2016,5,229,394,440,42
内蒙古,150000,7245e0ee27b195cd,Sedan,2016,5,157,385,440,42
北京,110000,7245e0ee27b195cd,Sedan,2016,5,142,886,440,42
四川,510000,7245e0ee27b195cd,Sedan,2016,5,502,1415,440,42
安徽,340000,7245e0ee27b195cd,Sedan,2016,5,327,525,440,42
山东,370000,7245e0ee27b195cd,Sedan,2016,5,950,1952,440,42
山西,140000,7245e0ee27b195cd,Sedan,2016,5,438,843,440,42
广东,440000,7245e0ee27b195cd,Sedan,2016,5,800,2254,440,42
广西,450000,7245e0ee27b195cd,Sedan,2016,5,244,432,440,42
江苏,320000,7245e0ee27b195cd,Sedan,2016,5,417,1106,440,42
江西,360000,7245e0ee27b195cd,Sedan,2016,5,324,554,440,42
河北,130000,7245e0ee27b195cd,Sedan,2016,5,897,1582,440,42
河南,410000,7245e0ee27b195cd,Sedan,2016,5,796,1848,440,42
浙江,330000,7245e0ee27b195cd,Sedan,2016,5,599,1363,440,42
湖北,420000,7245e0ee27b195cd,Sedan,2016,5,316,583,440,42
湖南,430000,7245e0ee27b195cd,Sedan,2016,5,590,795,440,42
福建,350000,7245e0ee27b195cd,Sedan,2016,5,185,514,440,42
辽宁,210000,7245e0ee27b195cd,Sedan,2016,5,276,599,440,42
重庆,500000,7245e0ee27b195cd,Sedan,2016,5,187,369,440,42
陕西,610000,7245e0ee27b195cd,Sedan,2016,5,446,1179,440,42
黑龙江,230000,7245e0ee27b195cd,Sedan,2016,5,155,381,440,42
上海,310000,8c915fe4632fb9fa,SUV,2016,5,156,901,20,1071
云南,530000,8c915fe4632fb9fa,SUV,2016,5,336,793,20,1071
内蒙古,150000,8c915fe4632fb9fa,SUV,2016,5,165,500,20,1071
北京,110000,8c915fe4632fb9fa,SUV,2016,5,99,1516,20,1071
四川,510000,8c915fe4632fb9fa,SUV,2016,5,759,2602,20,1071
安徽,340000,8c915fe4632fb9fa,SUV,2016,5,561,1335,20,1071
山东,370000,8c915fe4632fb9fa,SUV,2016,5,723,2790,20,1071
山西,140000,8c915fe4632fb9fa,SUV,2016,5,255,1099,20,1071
广东,440000,8c915fe4632fb9fa,SUV,2016,5,600,3290,20,1071
广西,450000,8c915fe4632fb9fa,SUV,2016,5,257,533,20,1071
江苏,320000,8c915fe4632fb9fa,SUV,2016,5,883,2523,20,1071
江西,360000,8c915fe4632fb9fa,SUV,2016,5,410,786,20,1071
河北,130000,8c915fe4632fb9fa,SUV,2016,5,781,2056,20,1071
河南,410000,8c915fe4632fb9fa,SUV,2016,5,634,2652,20,1071
浙江,330000,8c915fe4632fb9fa,SUV,2016,5,746,2224,20,1071
湖北,420000,8c915fe4632fb9fa,SUV,2016,5,503,1316,20,1071
湖南,430000,8c915fe4632fb9fa,SUV,2016,5,371,1033,20,1071
福建,350000,8c915fe4632fb9fa,SUV,2016,5,227,740,20,1071
辽宁,210000,8c915fe4632fb9fa,SUV,2016,5,177,763,20,1071
重庆,500000,8c915fe4632fb9fa,SUV,2016,5,207,605,20,1071
陕西,610000,8c915fe4632fb9fa,SUV,2016,5,287,1207,20,1071
黑龙江,230000,8c915fe4632fb9fa,SUV,2016,5,344,947,20,1071
上海,310000,6155b214590c66e6,SUV,2016,5,459,4350,68,2413
云南,530000,6155b214590c66e6,SUV,2016,5,985,3073,68,2413
内蒙古,150000,6155b214590c66e6,SUV,2016,5,583,2062,68,2413
北京,110000,6155b214590c66e6,SUV,2016,5,411,7030,68,2413
四川,510000,6155b214590c66e6,SUV,2016,5,1614,8953,68,2413
安徽,340000,6155b214590c66e6,SUV,2016,5,1443,4715,68,2413
山东,370000,6155b214590c66e6,SUV,2016,5,2580,10188,68,2413
山西,140000,6155b214590c66e6,SUV,2016,5,630,3452,68,2413
广东,440000,6155b214590c66e6,SUV,2016,5,2201,14033,68,2413
广西,450000,6155b214590c66e6,SUV,2016,5,655,1992,68,2413
江苏,320000,6155b214590c66e6,SUV,2016,5,3224,11254,68,2413
江西,360000,6155b214590c66e6,SUV,2016,5,980,2596,68,2413
河北,130000,6155b214590c66e6,SUV,2016,5,2039,6848,68,2413
河南,410000,6155b214590c66e6,SUV,2016,5,2508,10777,68,2413
浙江,330000,6155b214590c66e6,SUV,2016,5,2136,8967,68,2413
湖北,420000,6155b214590c66e6,SUV,2016,5,1186,4799,68,2413
湖南,430000,6155b214590c66e6,SUV,2016,5,1468,4266,68,2413
福建,350000,6155b214590c66e6,SUV,2016,5,683,3171,68,2413
辽宁,210000,6155b214590c66e6,SUV,2016,5,949,4266,68,2413
重庆,500000,6155b214590c66e6,SUV,2016,5,656,2329,68,2413
陕西,610000,6155b214590c66e6,SUV,2016,5,688,4125,68,2413
黑龙江,230000,6155b214590c66e6,SUV,2016,5,692,2904,68,2413
上海,310000,28e29f2c03dcd84c,Sedan,2016,5,656,624,19,216
云南,530000,28e29f2c03dcd84c,Sedan,2016,5,252,461,19,216
内蒙古,150000,28e29f2c03dcd84c,Sedan,2016,5,364,304,19,216
北京,110000,28e29f2c03dcd84c,Sedan,2016,5,1124,1014,19,216
四川,510000,28e29f2c03dcd84c,Sedan,2016,5,452,1282,19,216
安徽,340000,28e29f2c03dcd84c,Sedan,2016,5,478,698,19,216
山东,370000,28e29f2c03dcd84c,Sedan,2016,5,915,1291,19,216
山西,140000,28e29f2c03dcd84c,Sedan,2016,5,669,526,19,216
广东,440000,28e29f2c03dcd84c,Sedan,2016,5,266,1435,19,216
广西,450000,28e29f2c03dcd84c,Sedan,2016,5,110,245,19,216
江苏,320000,28e29f2c03dcd84c,Sedan,2016,5,1198,1443,19,216
江西,360000,28e29f2c03dcd84c,Sedan,2016,5,295,308,19,216
河北,130000,28e29f2c03dcd84c,Sedan,2016,5,1024,1089,19,216
河南,410000,28e29f2c03dcd84c,Sedan,2016,5,780,1470,19,216
浙江,330000,28e29f2c03dcd84c,Sedan,2016,5,444,1036,19,216
湖北,420000,28e29f2c03dcd84c,Sedan,2016,5,284,483,19,216
湖南,430000,28e29f2c03dcd84c,Sedan,2016,5,301,523,19,216
福建,350000,28e29f2c03dcd84c,Sedan,2016,5,189,424,19,216
辽宁,210000,28e29f2c03dcd84c,Sedan,2016,5,253,332,19,216
重庆,500000,28e29f2c03dcd84c,Sedan,2016,5,342,411,19,216
陕西,610000,28e29f2c03dcd84c,Sedan,2016,5,395,685,19,216
黑龙江,230000,28e29f2c03dcd84c,Sedan,2016,5,150,232,19,216
上海,310000,37aa9169b575ef79,Sedan,2016,5,32,856,198,3021
云南,530000,37aa9169b575ef79,Sedan,2016,5,1072,1001,198,3021
内蒙古,150000,37aa9169b575ef79,Sedan,2016,5,895,1043,198,3021
北京,110000,37aa9169b575ef79,Sedan,2016,5,698,2781,198,3021
四川,510000,37aa9169b575ef79,Sedan,2016,5,2734,3269,198,3021
安徽,340000,37aa9169b575ef79,Sedan,2016,5,402,825,198,3021
山东,370000,37aa9169b575ef79,Sedan,2016,5,3511,4681,198,3021
山西,140000,37aa9169b575ef79,Sedan,2016,5,1057,1728,198,3021
广东,440000,37aa9169b575ef79,Sedan,2016,5,1785,4370,198,3021
广西,450000,37aa9169b575ef79,Sedan,2016,5,353,503,198,3021
江苏,320000,37aa9169b575ef79,Sedan,2016,5,875,2086,198,3021
江西,360000,37aa9169b575ef79,Sedan,2016,5,330,695,198,3021
河北,130000,37aa9169b575ef79,Sedan,2016,5,3349,5190,198,3021
河南,410000,37aa9169b575ef79,Sedan,2016,5,2022,3737,198,3021
浙江,330000,37aa9169b575ef79,Sedan,2016,5,827,1769,198,3021
湖北,420000,37aa9169b575ef79,Sedan,2016,5,610,1209,198,3021
湖南,430000,37aa9169b575ef79,Sedan,2016,5,1475,1385,198,3021
福建,350000,37aa9169b575ef79,Sedan,2016,5,484,1022,198,3021
辽宁,210000,37aa9169b575ef79,Sedan,2016,5,1508,2133,198,3021
重庆,500000,37aa9169b575ef79,Sedan,2016,5,204,591,198,3021
陕西,610000,37aa9169b575ef79,Sedan,2016,5,604,1624,198,3021
黑龙江,230000,37aa9169b575ef79,Sedan,2016,5,1291,1852,198,3021
上海,310000,63065128401bb3ff,Sedan,2016,5,2922,1720,80,4434
云南,530000,63065128401bb3ff,Sedan,2016,5,647,1232,80,4434
内蒙古,150000,63065128401bb3ff,Sedan,2016,5,507,728,80,4434
北京,110000,63065128401bb3ff,Sedan,2016,5,2551,2267,80,4434
四川,510000,63065128401bb3ff,Sedan,2016,5,1543,3875,80,4434
安徽,340000,63065128401bb3ff,Sedan,2016,5,1828,2170,80,4434
山东,370000,63065128401bb3ff,Sedan,2016,5,3471,3569,80,4434
山西,140000,63065128401bb3ff,Sedan,2016,5,1337,1372,80,4434
广东,440000,63065128401bb3ff,Sedan,2016,5,1983,5359,80,4434
广西,450000,63065128401bb3ff,Sedan,2016,5,518,761,80,4434
江苏,320000,63065128401bb3ff,Sedan,2016,5,3757,4700,80,4434
江西,360000,63065128401bb3ff,Sedan,2016,5,1370,1291,80,4434
河北,130000,63065128401bb3ff,Sedan,2016,5,3198,2706,80,4434
河南,410000,63065128401bb3ff,Sedan,2016,5,2736,4127,80,4434
浙江,330000,63065128401bb3ff,Sedan,2016,5,2092,3505,80,4434
湖北,420000,63065128401bb3ff,Sedan,2016,5,1158,1774,80,4434
湖南,430000,63065128401bb3ff,Sedan,2016,5,1561,1822,80,4434
福建,350000,63065128401bb3ff,Sedan,2016,5,1082,1575,80,4434
辽宁,210000,63065128401bb3ff,Sedan,2016,5,859,1077,80,4434
重庆,500000,63065128401bb3ff,Sedan,2016,5,870,1157,80,4434
陕西,610000,63065128401bb3ff,Sedan,2016,5,1284,2031,80,4434
黑龙江,230000,63065128401bb3ff,Sedan,2016,5,421,745,80,4434
上海,310000,ea489c253676aafc,Sedan,2016,5,759,1096,115,3469
云南,530000,ea489c253676aafc,Sedan,2016,5,595,691,115,3469
内蒙古,150000,ea489c253676aafc,Sedan,2016,5,561,528,115,3469
北京,110000,ea489c253676aafc,Sedan,2016,5,353,1947,115,3469
四川,510000,ea489c253676aafc,Sedan,2016,5,1270,2157,115,3469
安徽,340000,ea489c253676aafc,Sedan,2016,5,1021,1013,115,3469
山东,370000,ea489c253676aafc,Sedan,2016,5,3404,3620,115,3469
山西,140000,ea489c253676aafc,Sedan,2016,5,1725,1654,115,3469
广东,440000,ea489c253676aafc,Sedan,2016,5,473,2718,115,3469
广西,450000,ea489c253676aafc,Sedan,2016,5,302,380,115,3469
江苏,320000,ea489c253676aafc,Sedan,2016,5,1178,2306,115,3469
江西,360000,ea489c253676aafc,Sedan,2016,5,412,662,115,3469
河北,130000,ea489c253676aafc,Sedan,2016,5,3190,3262,115,3469
河南,410000,ea489c253676aafc,Sedan,2016,5,1905,2465,115,3469
浙江,330000,ea489c253676aafc,Sedan,2016,5,1100,1748,115,3469
湖北,420000,ea489c253676aafc,Sedan,2016,5,347,930,115,3469
湖南,430000,ea489c253676aafc,Sedan,2016,5,849,876,115,3469
福建,350000,ea489c253676aafc,Sedan,2016,5,335,716,115,3469
辽宁,210000,ea489c253676aafc,Sedan,2016,5,783,1060,115,3469
重庆,500000,ea489c253676aafc,Sedan,2016,5,497,648,115,3469
陕西,610000,ea489c253676aafc,Sedan,2016,5,599,1404,115,3469
黑龙江,230000,ea489c253676aafc,Sedan,2016,5,383,782,115,3469
上海,310000,cd5841d44fd7625e,Sedan,2016,5,249,808,38,2524
云南,530000,cd5841d44fd7625e,Sedan,2016,5,346,752,38,2524
内蒙古,150000,cd5841d44fd7625e,Sedan,2016,5,395,516,38,2524
北京,110000,cd5841d44fd7625e,Sedan,2016,5,1156,1671,38,2524
四川,510000,cd5841d44fd7625e,Sedan,2016,5,679,2283,38,2524
安徽,340000,cd5841d44fd7625e,Sedan,2016,5,414,1059,38,2524
山东,370000,cd5841d44fd7625e,Sedan,2016,5,1499,2183,38,2524
山西,140000,cd5841d44fd7625e,Sedan,2016,5,380,692,38,2524
广东,440000,cd5841d44fd7625e,Sedan,2016,5,553,2509,38,2524
广西,450000,cd5841d44fd7625e,Sedan,2016,5,113,489,38,2524
江苏,320000,cd5841d44fd7625e,Sedan,2016,5,1236,2328,38,2524
江西,360000,cd5841d44fd7625e,Sedan,2016,5,246,559,38,2524
河北,130000,cd5841d44fd7625e,Sedan,2016,5,1563,1954,38,2524
河南,410000,cd5841d44fd7625e,Sedan,2016,5,996,2193,38,2524
浙江,330000,cd5841d44fd7625e,Sedan,2016,5,592,1864,38,2524
湖北,420000,cd5841d44fd7625e,Sedan,2016,5,345,905,38,2524
湖南,430000,cd5841d44fd7625e,Sedan,2016,5,307,898,38,2524
福建,350000,cd5841d44fd7625e,Sedan,2016,5,307,740,38,2524
辽宁,210000,cd5841d44fd7625e,Sedan,2016,5,593,923,38,2524
重庆,500000,cd5841d44fd7625e,Sedan,2016,5,274,567,38,2524
陕西,610000,cd5841d44fd7625e,Sedan,2016,5,522,1076,38,2524
黑龙江,230000,cd5841d44fd7625e,Sedan,2016,5,794,855,38,2524
上海,310000,b25c4e2e3856af22,SUV,2016,5,982,3555,170,2388
云南,530000,b25c4e2e3856af22,SUV,2016,5,522,1696,170,2388
内蒙古,150000,b25c4e2e3856af22,SUV,2016,5,365,1244,170,2388
北京,110000,b25c4e2e3856af22,SUV,2016,5,768,4881,170,2388
四川,510000,b25c4e2e3856af22,SUV,2016,5,978,5740,170,2388
安徽,340000,b25c4e2e3856af22,SUV,2016,5,823,2429,170,2388
山东,370000,b25c4e2e3856af22,SUV,2016,5,1210,6259,170,2388
山西,140000,b25c4e2e3856af22,SUV,2016,5,326,1851,170,2388
广东,440000,b25c4e2e3856af22,SUV,2016,5,1269,7407,170,2388
广西,450000,b25c4e2e3856af22,SUV,2016,5,277,925,170,2388
江苏,320000,b25c4e2e3856af22,SUV,2016,5,1639,6281,170,2388
江西,360000,b25c4e2e3856af22,SUV,2016,5,759,1903,170,2388
河北,130000,b25c4e2e3856af22,SUV,2016,5,788,4681,170,2388
河南,410000,b25c4e2e3856af22,SUV,2016,5,936,4925,170,2388
浙江,330000,b25c4e2e3856af22,SUV,2016,5,1961,6029,170,2388
湖北,420000,b25c4e2e3856af22,SUV,2016,5,751,3007,170,2388
湖南,430000,b25c4e2e3856af22,SUV,2016,5,852,2570,170,2388
福建,350000,b25c4e2e3856af22,SUV,2016,5,799,2333,170,2388
辽宁,210000,b25c4e2e3856af22,SUV,2016,5,376,1933,170,2388
重庆,500000,b25c4e2e3856af22,SUV,2016,5,403,1525,170,2388
陕西,610000,b25c4e2e3856af22,SUV,2016,5,397,2748,170,2388
黑龙江,230000,b25c4e2e3856af22,SUV,2016,5,422,1770,170,2388
上海,310000,4a103c30d593fbbe,Sedan,2016,5,438,2534,370,7637
云南,530000,4a103c30d593fbbe,Sedan,2016,5,611,1451,370,7637
内蒙古,150000,4a103c30d593fbbe,Sedan,2016,5,665,1412,370,7637
北京,110000,4a103c30d593fbbe,Sedan,2016,5,1102,5548,370,7637
四川,510000,4a103c30d593fbbe,Sedan,2016,5,1866,6136,370,7637
安徽,340000,4a103c30d593fbbe,Sedan,2016,5,1170,2636,370,7637
山东,370000,4a103c30d593fbbe,Sedan,2016,5,2486,7462,370,7637
山西,140000,4a103c30d593fbbe,Sedan,2016,5,789,2307,370,7637
广东,440000,4a103c30d593fbbe,Sedan,2016,5,1286,7643,370,7637
广西,450000,4a103c30d593fbbe,Sedan,2016,5,323,957,370,7637
江苏,320000,4a103c30d593fbbe,Sedan,2016,5,3080,6787,370,7637
江西,360000,4a103c30d593fbbe,Sedan,2016,5,657,1757,370,7637
河北,130000,4a103c30d593fbbe,Sedan,2016,5,2921,7847,370,7637
河南,410000,4a103c30d593fbbe,Sedan,2016,5,1817,6230,370,7637
浙江,330000,4a103c30d593fbbe,Sedan,2016,5,1827,5014,370,7637
湖北,420000,4a103c30d593fbbe,Sedan,2016,5,828,2573,370,7637
湖南,430000,4a103c30d593fbbe,Sedan,2016,5,689,2338,370,7637
福建,350000,4a103c30d593fbbe,Sedan,2016,5,777,2126,370,7637
辽宁,210000,4a103c30d593fbbe,Sedan,2016,5,1093,2903,370,7637
重庆,500000,4a103c30d593fbbe,Sedan,2016,5,246,1137,370,7637
陕西,610000,4a103c30d593fbbe,Sedan,2016,5,926,3076,370,7637
黑龙江,230000,4a103c30d593fbbe,Sedan,2016,5,825,2683,370,7637
上海,310000,7a7885e2d7c00bcf,Hatchback,2016,5,603,1129,412,1588
云南,530000,7a7885e2d7c00bcf,Hatchback,2016,5,387,831,412,1588
内蒙古,150000,7a7885e2d7c00bcf,Hatchback,2016,5,350,608,412,1588
北京,110000,7a7885e2d7c00bcf,Hatchback,2016,5,916,1571,412,1588
四川,510000,7a7885e2d7c00bcf,Hatchback,2016,5,738,2566,412,1588
安徽,340000,7a7885e2d7c00bcf,Hatchback,2016,5,692,1370,412,1588
山东,370000,7a7885e2d7c00bcf,Hatchback,2016,5,1978,2910,412,1588
山西,140000,7a7885e2d7c00bcf,Hatchback,2016,5,352,747,412,1588
广东,440000,7a7885e2d7c00bcf,Hatchback,2016,5,979,3508,412,1588
广西,450000,7a7885e2d7c00bcf,Hatchback,2016,5,265,520,412,1588
江苏,320000,7a7885e2d7c00bcf,Hatchback,2016,5,2522,3540,412,1588
江西,360000,7a7885e2d7c00bcf,Hatchback,2016,5,405,778,412,1588
河北,130000,7a7885e2d7c00bcf,Hatchback,2016,5,1469,2148,412,1588
河南,410000,7a7885e2d7c00bcf,Hatchback,2016,5,1026,2849,412,1588
浙江,330000,7a7885e2d7c00bcf,Hatchback,2016,5,1956,2885,412,1588
湖北,420000,7a7885e2d7c00bcf,Hatchback,2016,5,508,1246,412,1588
湖南,430000,7a7885e2d7c00bcf,Hatchback,2016,5,494,1076,412,1588
福建,350000,7a7885e2d7c00bcf,Hatchback,2016,5,530,966,412,1588
辽宁,210000,7a7885e2d7c00bcf,Hatchback,2016,5,514,941,412,1588
重庆,500000,7a7885e2d7c00bcf,Hatchback,2016,5,135,573,412,1588
陕西,610000,7a7885e2d7c00bcf,Hatchback,2016,5,540,1419,412,1588
黑龙江,230000,7a7885e2d7c00bcf,Hatchback,2016,5,470,743,412,1588
上海,310000,346393c2c6305fb1,SUV,2016,5,63,238,142,4568
云南,530000,346393c2c6305fb1,SUV,2016,5,106,195,142,4568
内蒙古,150000,346393c2c6305fb1,SUV,2016,5,124,161,142,4568
北京,110000,346393c2c6305fb1,SUV,2016,5,132,522,142,4568
四川,510000,346393c2c6305fb1,SUV,2016,5,262,553,142,4568
安徽,340000,346393c2c6305fb1,SUV,2016,5,529,367,142,4568
山东,370000,346393c2c6305fb1,SUV,2016,5,771,724,142,4568
山西,140000,346393c2c6305fb1,SUV,2016,5,195,259,142,4568
广东,440000,346393c2c6305fb1,SUV,2016,5,145,801,142,4568
广西,450000,346393c2c6305fb1,SUV,2016,5,71,233,142,4568
江苏,320000,346393c2c6305fb1,SUV,2016,5,411,599,142,4568
江西,360000,346393c2c6305fb1,SUV,2016,5,91,173,142,4568
河北,130000,346393c2c6305fb1,SUV,2016,5,537,449,142,4568
河南,410000,346393c2c6305fb1,SUV,2016,5,364,508,142,4568
浙江,330000,346393c2c6305fb1,SUV,2016,5,145,458,142,4568
湖北,420000,346393c2c6305fb1,SUV,2016,5,180,258,142,4568
湖南,430000,346393c2c6305fb1,SUV,2016,5,180,207,142,4568
福建,350000,346393c2c6305fb1,SUV,2016,5,58,194,142,4568
辽宁,210000,346393c2c6305fb1,SUV,2016,5,262,277,142,4568
重庆,500000,346393c2c6305fb1,SUV,2016,5,138,126,142,4568
陕西,610000,346393c2c6305fb1,SUV,2016,5,151,279,142,4568
黑龙江,230000,346393c2c6305fb1,SUV,2016,5,177,229,142,4568
上海,310000,02aab221aabc03b9,Sedan,2016,5,485,481,283,933
云南,530000,02aab221aabc03b9,Sedan,2016,5,202,189,283,933
内蒙古,150000,02aab221aabc03b9,Sedan,2016,5,95,100,283,933
北京,110000,02aab221aabc03b9,Sedan,2016,5,566,601,283,933
