province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity,carCommentVolum,newsReplyVolum,salesVolume_model_in_all_adcode,salesVolume_bodyType_in_all_adcode,salesVolume_adcode_in_all_model,salesVolume_bodyType_in_all_model
上海,310000,cc21c7e91a3b5a0c,SUV,2016,1,278,592,92,329,12881.0,278.0,32905.0,11822.0
云南,530000,cc21c7e91a3b5a0c,SUV,2016,1,291,424,92,329,12881.0,291.0,30570.0,11308.0
内蒙古,150000,cc21c7e91a3b5a0c,SUV,2016,1,213,511,92,329,12881.0,213.0,20626.0,8204.0
北京,110000,cc21c7e91a3b5a0c,SUV,2016,1,270,804,92,329,12881.0,270.0,38140.0,15517.0
四川,510000,cc21c7e91a3b5a0c,SUV,2016,1,432,1210,92,329,12881.0,432.0,60207.0,24635.0
安徽,340000,cc21c7e91a3b5a0c,SUV,2016,1,409,730,92,329,12881.0,409.0,47612.0,18608.0
山东,370000,cc21c7e91a3b5a0c,SUV,2016,1,768,1772,92,329,12881.0,768.0,92216.0,25908.0
山西,140000,cc21c7e91a3b5a0c,SUV,2016,1,300,502,92,329,12881.0,300.0,29243.0,8572.0
广东,440000,cc21c7e91a3b5a0c,SUV,2016,1,2724,2305,92,329,12881.0,2724.0,114100.0,48367.0
广西,450000,cc21c7e91a3b5a0c,SUV,2016,1,282,260,92,329,12881.0,282.0,29789.0,8721.0
江苏,320000,cc21c7e91a3b5a0c,SUV,2016,1,1090,1535,92,329,12881.0,1090.0,92648.0,31399.0
江西,360000,cc21c7e91a3b5a0c,SUV,2016,1,310,343,92,329,12881.0,310.0,34402.0,12890.0
河北,130000,cc21c7e91a3b5a0c,SUV,2016,1,439,1187,92,329,12881.0,439.0,70031.0,19669.0
河南,410000,cc21c7e91a3b5a0c,SUV,2016,1,622,1378,92,329,12881.0,622.0,87167.0,27065.0
浙江,330000,cc21c7e91a3b5a0c,SUV,2016,1,868,1235,92,329,12881.0,868.0,72801.0,29313.0
湖北,420000,cc21c7e91a3b5a0c,SUV,2016,1,1097,1092,92,329,12881.0,1097.0,47801.0,21573.0
湖南,430000,cc21c7e91a3b5a0c,SUV,2016,1,557,521,92,329,12881.0,557.0,52488.0,21282.0
福建,350000,cc21c7e91a3b5a0c,SUV,2016,1,657,560,92,329,12881.0,657.0,30946.0,11885.0
辽宁,210000,cc21c7e91a3b5a0c,SUV,2016,1,414,954,92,329,12881.0,414.0,28977.0,10156.0
重庆,500000,cc21c7e91a3b5a0c,SUV,2016,1,180,269,92,329,12881.0,180.0,26342.0,12470.0
陕西,610000,cc21c7e91a3b5a0c,SUV,2016,1,357,627,92,329,12881.0,357.0,33729.0,12300.0
黑龙江,230000,cc21c7e91a3b5a0c,SUV,2016,1,323,977,92,329,12881.0,323.0,18243.0,7238.0
上海,310000,7aab7fca2470987e,MPV,2016,1,246,343,6,2791,4296.0,246.0,32905.0,2606.0
云南,530000,7aab7fca2470987e,MPV,2016,1,30,105,6,2791,4296.0,30.0,30570.0,7823.0
内蒙古,150000,7aab7fca2470987e,MPV,2016,1,19,171,6,2791,4296.0,19.0,20626.0,938.0
北京,110000,7aab7fca2470987e,MPV,2016,1,406,573,6,2791,4296.0,406.0,38140.0,3262.0
四川,510000,7aab7fca2470987e,MPV,2016,1,59,375,6,2791,4296.0,59.0,60207.0,4498.0
安徽,340000,7aab7fca2470987e,MPV,2016,1,66,214,6,2791,4296.0,66.0,47612.0,4882.0
山东,370000,7aab7fca2470987e,MPV,2016,1,346,899,6,2791,4296.0,346.0,92216.0,11092.0
山西,140000,7aab7fca2470987e,MPV,2016,1,118,280,6,2791,4296.0,118.0,29243.0,3240.0
广东,440000,7aab7fca2470987e,MPV,2016,1,1350,1330,6,2791,4296.0,1350.0,114100.0,11650.0
广西,450000,7aab7fca2470987e,MPV,2016,1,37,106,6,2791,4296.0,37.0,29789.0,10025.0
江苏,320000,7aab7fca2470987e,MPV,2016,1,384,569,6,2791,4296.0,384.0,92648.0,7098.0
江西,360000,7aab7fca2470987e,MPV,2016,1,52,110,6,2791,4296.0,52.0,34402.0,3258.0
河北,130000,7aab7fca2470987e,MPV,2016,1,221,569,6,2791,4296.0,221.0,70031.0,7019.0
河南,410000,7aab7fca2470987e,MPV,2016,1,191,693,6,2791,4296.0,191.0,87167.0,16907.0
浙江,330000,7aab7fca2470987e,MPV,2016,1,296,565,6,2791,4296.0,296.0,72801.0,4829.0
湖北,420000,7aab7fca2470987e,MPV,2016,1,65,199,6,2791,4296.0,65.0,47801.0,4704.0
湖南,430000,7aab7fca2470987e,MPV,2016,1,46,126,6,2791,4296.0,46.0,52488.0,5153.0
福建,350000,7aab7fca2470987e,MPV,2016,1,96,186,6,2791,4296.0,96.0,30946.0,1969.0
辽宁,210000,7aab7fca2470987e,MPV,2016,1,144,493,6,2791,4296.0,144.0,28977.0,2245.0
重庆,500000,7aab7fca2470987e,MPV,2016,1,20,69,6,2791,4296.0,20.0,26342.0,2997.0
陕西,610000,7aab7fca2470987e,MPV,2016,1,22,166,6,2791,4296.0,22.0,33729.0,4308.0
黑龙江,230000,7aab7fca2470987e,MPV,2016,1,82,380,6,2791,4296.0,82.0,18243.0,1484.0
上海,310000,fde95ea242abd896,SUV,2016,1,409,2005,2,380,17895.0,409.0,32905.0,11822.0
云南,530000,fde95ea242abd896,SUV,2016,1,380,1922,2,380,17895.0,380.0,30570.0,11308.0
内蒙古,150000,fde95ea242abd896,SUV,2016,1,170,1610,2,380,17895.0,170.0,20626.0,8204.0
北京,110000,fde95ea242abd896,SUV,2016,1,405,2649,2,380,17895.0,405.0,38140.0,15517.0
四川,510000,fde95ea242abd896,SUV,2016,1,599,4301,2,380,17895.0,599.0,60207.0,24635.0
安徽,340000,fde95ea242abd896,SUV,2016,1,571,2400,2,380,17895.0,571.0,47612.0,18608.0
山东,370000,fde95ea242abd896,SUV,2016,1,685,5132,2,380,17895.0,685.0,92216.0,25908.0
山西,140000,fde95ea242abd896,SUV,2016,1,358,1932,2,380,17895.0,358.0,29243.0,8572.0
广东,440000,fde95ea242abd896,SUV,2016,1,5181,10389,2,380,17895.0,5181.0,114100.0,48367.0
广西,450000,fde95ea242abd896,SUV,2016,1,523,1579,2,380,17895.0,523.0,29789.0,8721.0
江苏,320000,fde95ea242abd896,SUV,2016,1,1233,5278,2,380,17895.0,1233.0,92648.0,31399.0
江西,360000,fde95ea242abd896,SUV,2016,1,493,1568,2,380,17895.0,493.0,34402.0,12890.0
河北,130000,fde95ea242abd896,SUV,2016,1,576,4415,2,380,17895.0,576.0,70031.0,19669.0
河南,410000,fde95ea242abd896,SUV,2016,1,650,4644,2,380,17895.0,650.0,87167.0,27065.0
浙江,330000,fde95ea242abd896,SUV,2016,1,1364,4955,2,380,17895.0,1364.0,72801.0,29313.0
湖北,420000,fde95ea242abd896,SUV,2016,1,1295,3303,2,380,17895.0,1295.0,47801.0,21573.0
湖南,430000,fde95ea242abd896,SUV,2016,1,1022,2400,2,380,17895.0,1022.0,52488.0,21282.0
福建,350000,fde95ea242abd896,SUV,2016,1,914,2285,2,380,17895.0,914.0,30946.0,11885.0
辽宁,210000,fde95ea242abd896,SUV,2016,1,431,2763,2,380,17895.0,431.0,28977.0,10156.0
重庆,500000,fde95ea242abd896,SUV,2016,1,234,883,2,380,17895.0,234.0,26342.0,12470.0
陕西,610000,fde95ea242abd896,SUV,2016,1,181,1600,2,380,17895.0,181.0,33729.0,12300.0
黑龙江,230000,fde95ea242abd896,SUV,2016,1,221,2192,2,380,17895.0,221.0,18243.0,7238.0
上海,310000,97f15de12cfabbd5,Sedan,2016,1,359,2818,16,4095,17327.0,359.0,32905.0,17383.0
云南,530000,97f15de12cfabbd5,Sedan,2016,1,154,872,16,4095,17327.0,154.0,30570.0,10568.0
内蒙古,150000,97f15de12cfabbd5,Sedan,2016,1,249,1052,16,4095,17327.0,249.0,20626.0,10965.0
北京,110000,97f15de12cfabbd5,Sedan,2016,1,1025,3372,16,4095,17327.0,1025.0,38140.0,18054.0
四川,510000,97f15de12cfabbd5,Sedan,2016,1,476,2908,16,4095,17327.0,476.0,60207.0,29400.0
安徽,340000,97f15de12cfabbd5,Sedan,2016,1,519,1343,16,4095,17327.0,519.0,47612.0,22886.0
山东,370000,97f15de12cfabbd5,Sedan,2016,1,1082,5283,16,4095,17327.0,1082.0,92216.0,52336.0
山西,140000,97f15de12cfabbd5,Sedan,2016,1,596,1350,16,4095,17327.0,596.0,29243.0,16876.0
广东,440000,97f15de12cfabbd5,Sedan,2016,1,3205,6924,16,4095,17327.0,3205.0,114100.0,52262.0
广西,450000,97f15de12cfabbd5,Sedan,2016,1,150,747,16,4095,17327.0,150.0,29789.0,10335.0
江苏,320000,97f15de12cfabbd5,Sedan,2016,1,1333,3074,16,4095,17327.0,1333.0,92648.0,49873.0
江西,360000,97f15de12cfabbd5,Sedan,2016,1,320,720,16,4095,17327.0,320.0,34402.0,17345.0
河北,130000,97f15de12cfabbd5,Sedan,2016,1,998,3448,16,4095,17327.0,998.0,70031.0,40918.0
河南,410000,97f15de12cfabbd5,Sedan,2016,1,744,3102,16,4095,17327.0,744.0,87167.0,40989.0
浙江,330000,97f15de12cfabbd5,Sedan,2016,1,1482,3676,16,4095,17327.0,1482.0,72801.0,35893.0
湖北,420000,97f15de12cfabbd5,Sedan,2016,1,830,2208,16,4095,17327.0,830.0,47801.0,20370.0
湖南,430000,97f15de12cfabbd5,Sedan,2016,1,903,1357,16,4095,17327.0,903.0,52488.0,24912.0
福建,350000,97f15de12cfabbd5,Sedan,2016,1,611,1267,16,4095,17327.0,611.0,30946.0,15733.0
辽宁,210000,97f15de12cfabbd5,Sedan,2016,1,1187,2700,16,4095,17327.0,1187.0,28977.0,15847.0
重庆,500000,97f15de12cfabbd5,Sedan,2016,1,271,706,16,4095,17327.0,271.0,26342.0,10335.0
陕西,610000,97f15de12cfabbd5,Sedan,2016,1,215,1094,16,4095,17327.0,215.0,33729.0,16156.0
黑龙江,230000,97f15de12cfabbd5,Sedan,2016,1,618,2368,16,4095,17327.0,618.0,18243.0,9051.0
上海,310000,f5d69960089c3614,SUV,2016,1,327,1542,23,317,3456.0,327.0,32905.0,11822.0
云南,530000,f5d69960089c3614,SUV,2016,1,77,960,23,317,3456.0,77.0,30570.0,11308.0
内蒙古,150000,f5d69960089c3614,SUV,2016,1,50,924,23,317,3456.0,50.0,20626.0,8204.0
北京,110000,f5d69960089c3614,SUV,2016,1,533,2795,23,317,3456.0,533.0,38140.0,15517.0
四川,510000,f5d69960089c3614,SUV,2016,1,222,3199,23,317,3456.0,222.0,60207.0,24635.0
安徽,340000,f5d69960089c3614,SUV,2016,1,118,1343,23,317,3456.0,118.0,47612.0,18608.0
山东,370000,f5d69960089c3614,SUV,2016,1,211,3611,23,317,3456.0,211.0,92216.0,25908.0
山西,140000,f5d69960089c3614,SUV,2016,1,42,863,23,317,3456.0,42.0,29243.0,8572.0
广东,440000,f5d69960089c3614,SUV,2016,1,308,3413,23,317,3456.0,308.0,114100.0,48367.0
广西,450000,f5d69960089c3614,SUV,2016,1,46,635,23,317,3456.0,46.0,29789.0,8721.0
江苏,320000,f5d69960089c3614,SUV,2016,1,206,2770,23,317,3456.0,206.0,92648.0,31399.0
江西,360000,f5d69960089c3614,SUV,2016,1,65,859,23,317,3456.0,65.0,34402.0,12890.0
河北,130000,f5d69960089c3614,SUV,2016,1,107,2398,23,317,3456.0,107.0,70031.0,19669.0
河南,410000,f5d69960089c3614,SUV,2016,1,184,2845,23,317,3456.0,184.0,87167.0,27065.0
浙江,330000,f5d69960089c3614,SUV,2016,1,134,2000,23,317,3456.0,134.0,72801.0,29313.0
湖北,420000,f5d69960089c3614,SUV,2016,1,119,1397,23,317,3456.0,119.0,47801.0,21573.0
湖南,430000,f5d69960089c3614,SUV,2016,1,176,1350,23,317,3456.0,176.0,52488.0,21282.0
福建,350000,f5d69960089c3614,SUV,2016,1,125,1018,23,317,3456.0,125.0,30946.0,11885.0
辽宁,210000,f5d69960089c3614,SUV,2016,1,78,1061,23,317,3456.0,78.0,28977.0,10156.0
重庆,500000,f5d69960089c3614,SUV,2016,1,102,913,23,317,3456.0,102.0,26342.0,12470.0
陕西,610000,f5d69960089c3614,SUV,2016,1,176,1473,23,317,3456.0,176.0,33729.0,12300.0
黑龙江,230000,f5d69960089c3614,SUV,2016,1,50,823,23,317,3456.0,50.0,18243.0,7238.0
上海,310000,5b1c11c3efed5312,SUV,2016,1,309,1061,35,283,13240.0,309.0,32905.0,11822.0
云南,530000,5b1c11c3efed5312,SUV,2016,1,297,858,35,283,13240.0,297.0,30570.0,11308.0
内蒙古,150000,5b1c11c3efed5312,SUV,2016,1,216,1085,35,283,13240.0,216.0,20626.0,8204.0
北京,110000,5b1c11c3efed5312,SUV,2016,1,414,2178,35,283,13240.0,414.0,38140.0,15517.0
四川,510000,5b1c11c3efed5312,SUV,2016,1,689,2758,35,283,13240.0,689.0,60207.0,24635.0
安徽,340000,5b1c11c3efed5312,SUV,2016,1,951,2346,35,283,13240.0,951.0,47612.0,18608.0
山东,370000,5b1c11c3efed5312,SUV,2016,1,1052,3823,35,283,13240.0,1052.0,92216.0,25908.0
山西,140000,5b1c11c3efed5312,SUV,2016,1,310,1500,35,283,13240.0,310.0,29243.0,8572.0
广东,440000,5b1c11c3efed5312,SUV,2016,1,940,2805,35,283,13240.0,940.0,114100.0,48367.0
广西,450000,5b1c11c3efed5312,SUV,2016,1,285,509,35,283,13240.0,285.0,29789.0,8721.0
江苏,320000,5b1c11c3efed5312,SUV,2016,1,1269,3549,35,283,13240.0,1269.0,92648.0,31399.0
江西,360000,5b1c11c3efed5312,SUV,2016,1,612,1081,35,283,13240.0,612.0,34402.0,12890.0
河北,130000,5b1c11c3efed5312,SUV,2016,1,825,3882,35,283,13240.0,825.0,70031.0,19669.0
河南,410000,5b1c11c3efed5312,SUV,2016,1,1294,3917,35,283,13240.0,1294.0,87167.0,27065.0
浙江,330000,5b1c11c3efed5312,SUV,2016,1,1452,3577,35,283,13240.0,1452.0,72801.0,29313.0
湖北,420000,5b1c11c3efed5312,SUV,2016,1,552,1367,35,283,13240.0,552.0,47801.0,21573.0
湖南,430000,5b1c11c3efed5312,SUV,2016,1,533,1367,35,283,13240.0,533.0,52488.0,21282.0
福建,350000,5b1c11c3efed5312,SUV,2016,1,373,838,35,283,13240.0,373.0,30946.0,11885.0
辽宁,210000,5b1c11c3efed5312,SUV,2016,1,244,1347,35,283,13240.0,244.0,28977.0,10156.0
重庆,500000,5b1c11c3efed5312,SUV,2016,1,132,579,35,283,13240.0,132.0,26342.0,12470.0
陕西,610000,5b1c11c3efed5312,SUV,2016,1,333,1379,35,283,13240.0,333.0,33729.0,12300.0
黑龙江,230000,5b1c11c3efed5312,SUV,2016,1,158,1022,35,283,13240.0,158.0,18243.0,7238.0
上海,310000,17363f08d683d52b,SUV,2016,1,165,2120,20,23,13351.0,165.0,32905.0,11822.0
云南,530000,17363f08d683d52b,SUV,2016,1,503,2176,20,23,13351.0,503.0,30570.0,11308.0
内蒙古,150000,17363f08d683d52b,SUV,2016,1,260,2218,20,23,13351.0,260.0,20626.0,8204.0
北京,110000,17363f08d683d52b,SUV,2016,1,580,4157,20,23,13351.0,580.0,38140.0,15517.0
四川,510000,17363f08d683d52b,SUV,2016,1,787,5774,20,23,13351.0,787.0,60207.0,24635.0
安徽,340000,17363f08d683d52b,SUV,2016,1,964,3527,20,23,13351.0,964.0,47612.0,18608.0
山东,370000,17363f08d683d52b,SUV,2016,1,963,6908,20,23,13351.0,963.0,92216.0,25908.0
山西,140000,17363f08d683d52b,SUV,2016,1,236,2512,20,23,13351.0,236.0,29243.0,8572.0
广东,440000,17363f08d683d52b,SUV,2016,1,560,5879,20,23,13351.0,560.0,114100.0,48367.0
广西,450000,17363f08d683d52b,SUV,2016,1,183,1182,20,23,13351.0,183.0,29789.0,8721.0
江苏,320000,17363f08d683d52b,SUV,2016,1,1022,6446,20,23,13351.0,1022.0,92648.0,31399.0
江西,360000,17363f08d683d52b,SUV,2016,1,675,1917,20,23,13351.0,675.0,34402.0,12890.0
河北,130000,17363f08d683d52b,SUV,2016,1,777,6481,20,23,13351.0,777.0,70031.0,19669.0
河南,410000,17363f08d683d52b,SUV,2016,1,1084,6999,20,23,13351.0,1084.0,87167.0,27065.0
浙江,330000,17363f08d683d52b,SUV,2016,1,1315,6740,20,23,13351.0,1315.0,72801.0,29313.0
湖北,420000,17363f08d683d52b,SUV,2016,1,824,3114,20,23,13351.0,824.0,47801.0,21573.0
湖南,430000,17363f08d683d52b,SUV,2016,1,770,2813,20,23,13351.0,770.0,52488.0,21282.0
福建,350000,17363f08d683d52b,SUV,2016,1,349,1742,20,23,13351.0,349.0,30946.0,11885.0
辽宁,210000,17363f08d683d52b,SUV,2016,1,309,2820,20,23,13351.0,309.0,28977.0,10156.0
重庆,500000,17363f08d683d52b,SUV,2016,1,363,1399,20,23,13351.0,363.0,26342.0,12470.0
陕西,610000,17363f08d683d52b,SUV,2016,1,461,2736,20,23,13351.0,461.0,33729.0,12300.0
黑龙江,230000,17363f08d683d52b,SUV,2016,1,201,2134,20,23,13351.0,201.0,18243.0,7238.0
上海,310000,06880909932890ca,Sedan,2016,1,270,713,3,675,19401.0,270.0,32905.0,17383.0
云南,530000,06880909932890ca,Sedan,2016,1,241,455,3,675,19401.0,241.0,30570.0,10568.0
内蒙古,150000,06880909932890ca,Sedan,2016,1,135,530,3,675,19401.0,135.0,20626.0,10965.0
北京,110000,06880909932890ca,Sedan,2016,1,872,1585,3,675,19401.0,872.0,38140.0,18054.0
四川,510000,06880909932890ca,Sedan,2016,1,990,2127,3,675,19401.0,990.0,60207.0,29400.0
安徽,340000,06880909932890ca,Sedan,2016,1,1627,1686,3,675,19401.0,1627.0,47612.0,22886.0
山东,370000,06880909932890ca,Sedan,2016,1,1313,2412,3,675,19401.0,1313.0,92216.0,52336.0
山西,140000,06880909932890ca,Sedan,2016,1,297,782,3,675,19401.0,297.0,29243.0,16876.0
广东,440000,06880909932890ca,Sedan,2016,1,1192,2208,3,675,19401.0,1192.0,114100.0,52262.0
广西,450000,06880909932890ca,Sedan,2016,1,341,362,3,675,19401.0,341.0,29789.0,10335.0
江苏,320000,06880909932890ca,Sedan,2016,1,2572,2837,3,675,19401.0,2572.0,92648.0,49873.0
江西,360000,06880909932890ca,Sedan,2016,1,744,734,3,675,19401.0,744.0,34402.0,17345.0
河北,130000,06880909932890ca,Sedan,2016,1,1088,2091,3,675,19401.0,1088.0,70031.0,40918.0
河南,410000,06880909932890ca,Sedan,2016,1,2128,2996,3,675,19401.0,2128.0,87167.0,40989.0
浙江,330000,06880909932890ca,Sedan,2016,1,2117,2786,3,675,19401.0,2117.0,72801.0,35893.0
湖北,420000,06880909932890ca,Sedan,2016,1,804,964,3,675,19401.0,804.0,47801.0,20370.0
湖南,430000,06880909932890ca,Sedan,2016,1,768,979,3,675,19401.0,768.0,52488.0,24912.0
福建,350000,06880909932890ca,Sedan,2016,1,411,653,3,675,19401.0,411.0,30946.0,15733.0
辽宁,210000,06880909932890ca,Sedan,2016,1,279,844,3,675,19401.0,279.0,28977.0,15847.0
重庆,500000,06880909932890ca,Sedan,2016,1,516,563,3,675,19401.0,516.0,26342.0,10335.0
陕西,610000,06880909932890ca,Sedan,2016,1,542,988,3,675,19401.0,542.0,33729.0,16156.0
黑龙江,230000,06880909932890ca,Sedan,2016,1,154,542,3,675,19401.0,154.0,18243.0,9051.0
上海,310000,9c1c7ee8ebdda299,Sedan,2016,1,53,516,51,2613,25193.0,53.0,32905.0,17383.0
云南,530000,9c1c7ee8ebdda299,Sedan,2016,1,388,283,51,2613,25193.0,388.0,30570.0,10568.0
内蒙古,150000,9c1c7ee8ebdda299,Sedan,2016,1,995,545,51,2613,25193.0,995.0,20626.0,10965.0
北京,110000,9c1c7ee8ebdda299,Sedan,2016,1,353,1320,51,2613,25193.0,353.0,38140.0,18054.0
四川,510000,9c1c7ee8ebdda299,Sedan,2016,1,1774,1403,51,2613,25193.0,1774.0,60207.0,29400.0
安徽,340000,9c1c7ee8ebdda299,Sedan,2016,1,663,687,51,2613,25193.0,663.0,47612.0,22886.0
山东,370000,9c1c7ee8ebdda299,Sedan,2016,1,4313,3761,51,2613,25193.0,4313.0,92216.0,52336.0
山西,140000,9c1c7ee8ebdda299,Sedan,2016,1,1841,1220,51,2613,25193.0,1841.0,29243.0,16876.0
广东,440000,9c1c7ee8ebdda299,Sedan,2016,1,1492,2208,51,2613,25193.0,1492.0,114100.0,52262.0
广西,450000,9c1c7ee8ebdda299,Sedan,2016,1,505,366,51,2613,25193.0,505.0,29789.0,10335.0
江苏,320000,9c1c7ee8ebdda299,Sedan,2016,1,753,1270,51,2613,25193.0,753.0,92648.0,49873.0
江西,360000,9c1c7ee8ebdda299,Sedan,2016,1,678,433,51,2613,25193.0,678.0,34402.0,17345.0
河北,130000,9c1c7ee8ebdda299,Sedan,2016,1,4384,4166,51,2613,25193.0,4384.0,70031.0,40918.0
河南,410000,9c1c7ee8ebdda299,Sedan,2016,1,2396,2270,51,2613,25193.0,2396.0,87167.0,40989.0
浙江,330000,9c1c7ee8ebdda299,Sedan,2016,1,520,1016,51,2613,25193.0,520.0,72801.0,35893.0
湖北,420000,9c1c7ee8ebdda299,Sedan,2016,1,366,454,51,2613,25193.0,366.0,47801.0,20370.0
湖南,430000,9c1c7ee8ebdda299,Sedan,2016,1,522,374,51,2613,25193.0,522.0,52488.0,24912.0
福建,350000,9c1c7ee8ebdda299,Sedan,2016,1,407,595,51,2613,25193.0,407.0,30946.0,15733.0
辽宁,210000,9c1c7ee8ebdda299,Sedan,2016,1,1022,979,51,2613,25193.0,1022.0,28977.0,15847.0
重庆,500000,9c1c7ee8ebdda299,Sedan,2016,1,309,270,51,2613,25193.0,309.0,26342.0,10335.0
陕西,610000,9c1c7ee8ebdda299,Sedan,2016,1,814,729,51,2613,25193.0,814.0,33729.0,16156.0
黑龙江,230000,9c1c7ee8ebdda299,Sedan,2016,1,645,754,51,2613,25193.0,645.0,18243.0,9051.0
上海,310000,c6833cb891626c17,SUV,2016,1,320,692,95,719,14410.0,320.0,32905.0,11822.0
云南,530000,c6833cb891626c17,SUV,2016,1,310,805,95,719,14410.0,310.0,30570.0,11308.0
内蒙古,150000,c6833cb891626c17,SUV,2016,1,283,1015,95,719,14410.0,283.0,20626.0,8204.0
北京,110000,c6833cb891626c17,SUV,2016,1,781,1644,95,719,14410.0,781.0,38140.0,15517.0
四川,510000,c6833cb891626c17,SUV,2016,1,739,2174,95,719,14410.0,739.0,60207.0,24635.0
安徽,340000,c6833cb891626c17,SUV,2016,1,680,1447,95,719,14410.0,680.0,47612.0,18608.0
山东,370000,c6833cb891626c17,SUV,2016,1,983,2634,95,719,14410.0,983.0,92216.0,25908.0
山西,140000,c6833cb891626c17,SUV,2016,1,314,1094,95,719,14410.0,314.0,29243.0,8572.0
广东,440000,c6833cb891626c17,SUV,2016,1,1227,2081,95,719,14410.0,1227.0,114100.0,48367.0
广西,450000,c6833cb891626c17,SUV,2016,1,327,426,95,719,14410.0,327.0,29789.0,8721.0
江苏,320000,c6833cb891626c17,SUV,2016,1,1339,2384,95,719,14410.0,1339.0,92648.0,31399.0
江西,360000,c6833cb891626c17,SUV,2016,1,463,667,95,719,14410.0,463.0,34402.0,12890.0
河北,130000,c6833cb891626c17,SUV,2016,1,867,2421,95,719,14410.0,867.0,70031.0,19669.0
河南,410000,c6833cb891626c17,SUV,2016,1,1112,2805,95,719,14410.0,1112.0,87167.0,27065.0
浙江,330000,c6833cb891626c17,SUV,2016,1,1942,2637,95,719,14410.0,1942.0,72801.0,29313.0
湖北,420000,c6833cb891626c17,SUV,2016,1,472,1038,95,719,14410.0,472.0,47801.0,21573.0
湖南,430000,c6833cb891626c17,SUV,2016,1,548,1060,95,719,14410.0,548.0,52488.0,21282.0
福建,350000,c6833cb891626c17,SUV,2016,1,374,597,95,719,14410.0,374.0,30946.0,11885.0
辽宁,210000,c6833cb891626c17,SUV,2016,1,354,1136,95,719,14410.0,354.0,28977.0,10156.0
重庆,500000,c6833cb891626c17,SUV,2016,1,314,505,95,719,14410.0,314.0,26342.0,12470.0
陕西,610000,c6833cb891626c17,SUV,2016,1,440,1105,95,719,14410.0,440.0,33729.0,12300.0
黑龙江,230000,c6833cb891626c17,SUV,2016,1,221,794,95,719,14410.0,221.0,18243.0,7238.0
上海,310000,3e21824be728cbec,Hatchback,2016,1,377,1443,79,1763,13982.0,377.0,32905.0,1094.0
云南,530000,3e21824be728cbec,Hatchback,2016,1,439,1139,79,1763,13982.0,439.0,30570.0,871.0
内蒙古,150000,3e21824be728cbec,Hatchback,2016,1,136,797,79,1763,13982.0,136.0,20626.0,519.0
北京,110000,3e21824be728cbec,Hatchback,2016,1,315,1618,79,1763,13982.0,315.0,38140.0,1307.0
四川,510000,3e21824be728cbec,Hatchback,2016,1,825,3076,79,1763,13982.0,825.0,60207.0,1674.0
安徽,340000,3e21824be728cbec,Hatchback,2016,1,603,1927,79,1763,13982.0,603.0,47612.0,1236.0
山东,370000,3e21824be728cbec,Hatchback,2016,1,1125,3583,79,1763,13982.0,1125.0,92216.0,2880.0
山西,140000,3e21824be728cbec,Hatchback,2016,1,255,1051,79,1763,13982.0,255.0,29243.0,555.0
广东,440000,3e21824be728cbec,Hatchback,2016,1,789,3537,79,1763,13982.0,789.0,114100.0,1821.0
广西,450000,3e21824be728cbec,Hatchback,2016,1,413,820,79,1763,13982.0,413.0,29789.0,708.0
江苏,320000,3e21824be728cbec,Hatchback,2016,1,1936,4611,79,1763,13982.0,1936.0,92648.0,4278.0
江西,360000,3e21824be728cbec,Hatchback,2016,1,453,1069,79,1763,13982.0,453.0,34402.0,909.0
河北,130000,3e21824be728cbec,Hatchback,2016,1,1016,3177,79,1763,13982.0,1016.0,70031.0,2425.0
河南,410000,3e21824be728cbec,Hatchback,2016,1,1137,3915,79,1763,13982.0,1137.0,87167.0,2206.0
浙江,330000,3e21824be728cbec,Hatchback,2016,1,990,3011,79,1763,13982.0,990.0,72801.0,2766.0
湖北,420000,3e21824be728cbec,Hatchback,2016,1,594,1531,79,1763,13982.0,594.0,47801.0,1154.0
湖南,430000,3e21824be728cbec,Hatchback,2016,1,559,1337,79,1763,13982.0,559.0,52488.0,1141.0
福建,350000,3e21824be728cbec,Hatchback,2016,1,791,1346,79,1763,13982.0,791.0,30946.0,1359.0
辽宁,210000,3e21824be728cbec,Hatchback,2016,1,185,954,79,1763,13982.0,185.0,28977.0,729.0
重庆,500000,3e21824be728cbec,Hatchback,2016,1,361,641,79,1763,13982.0,361.0,26342.0,540.0
陕西,610000,3e21824be728cbec,Hatchback,2016,1,511,1443,79,1763,13982.0,511.0,33729.0,965.0
黑龙江,230000,3e21824be728cbec,Hatchback,2016,1,172,839,79,1763,13982.0,172.0,18243.0,470.0
上海,310000,f8a6975573af1b33,Sedan,2016,1,641,3628,23,2104,15378.0,641.0,32905.0,17383.0
云南,530000,f8a6975573af1b33,Sedan,2016,1,375,2438,23,2104,15378.0,375.0,30570.0,10568.0
内蒙古,150000,f8a6975573af1b33,Sedan,2016,1,80,1496,23,2104,15378.0,80.0,20626.0,10965.0
北京,110000,f8a6975573af1b33,Sedan,2016,1,587,3856,23,2104,15378.0,587.0,38140.0,18054.0
四川,510000,f8a6975573af1b33,Sedan,2016,1,832,7098,23,2104,15378.0,832.0,60207.0,29400.0
安徽,340000,f8a6975573af1b33,Sedan,2016,1,855,4371,23,2104,15378.0,855.0,47612.0,22886.0
山东,370000,f8a6975573af1b33,Sedan,2016,1,612,6780,23,2104,15378.0,612.0,92216.0,52336.0
